page_name,Sum of impressions,Sum of spend,delivery_by_region,ad_creative_bodies,ad_creative_link_captions,ad_creative_link_descriptions,ad_creative_link_titles,byline,performance
Donald J. Trump,9497.5,396,Michigan,"I’m coming to Waterford Township, MI!

Claim your FREE tickets now 🎟️",event.donaldjtrump.com,Join President Trump in MI!,Get Your 𝙁𝙍𝙀𝙀 Tickets,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.",23.98358586
Donald J. Trump,1434990,59984,Wisconsin,"Will you help MAKE AMERICA GREAT AGAIN?

I need YOUR HELP to win the GREAT STATE OF WISCONSIN! 

VOTE EARLY TODAY!",vote.donaldjtrump.com,Help SAVE AMERICA!,LET’S MAGA!!!,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.",23.92287943
Donald J. Trump,2769491.5,116236.5,Pennsylvania,Will you help MAKE AMERICA GREAT AGAIN? President Trump needs YOUR HELP to win. Request your ballot and VOTE TRUMP TODAY.,vote.donaldjtrump.com,Get ready to VOTE for him!,PRESIDENT TRUMP IS COUNTING ON YOU.,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.",23.82634973
Donald J. Trump,85986,3630.5,Wisconsin,"Will you help MAKE AMERICA GREAT AGAIN??

I need YOUR HELP to win the GREAT STATE OF WISCONSIN! 

Request your ballot and VOTE TRUMP TODAY!",vote.donaldjtrump.com,Wisconsin Voting Information: Make sure you have all the information you need to make this election too big to rig.,LET’S MAGA!!!,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.",23.684341
Donald J. Trump,506991,21434.5,Georgia,"Phone? Check! Keys? Check! Trump Ballot???

GEORGIA: SECURE YOUR TRUMP VOTE TODAY!

Return your ballot NOW!",vote.donaldjtrump.com,Urgent voter request,RETURN YOUR BALLOT,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.",23.65303599
Donald J. Trump,10498.5,445.5,Michigan,"I’m coming to Freeland, MI on May 1st!

Join me for a HUGE rally.

Claim your FREE tickets now 🎟️",event.donaldjtrump.com,Join President Trump in MI!,Get Your 𝙁𝙍𝙀𝙀 Tickets,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.",23.56565657
Donald J. Trump,10498.5,445.5,Michigan,"MICHIGAN: I’m humbly asking you to stop what you’re doing and check your voter registration status.

Only a handful of votes will decide this election.

We can stop inflation, secure our borders, lower taxes, and make America Great Again!

But if you sit on the sidelines this election, I hope you’re ready for President Harris.

We won’t have a country if she wins.

Click the link below now before it's too late.

Register to vote now and MAKE AMERICA GREAT AGAIN!",register.donaldjtrump.com,,Make America Great Again!,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.",23.56565657
Donald J. Trump,105998,4498,Georgia,"GEORGIA! GEORGIA! GEORGIA! 

I NEED your vote! Request your ballot NOW!",vote.donaldjtrump.com,Requesting a ballot takes 2 MINUTES!,Request Your Ballot,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.",23.5655847
Donald J. Trump,4929480.5,212670,Pennsylvania,Election Day is almost here & Pres. Trump needs all of his loyal supporters in PENNSYLVANIA to vote. Request your ballot HERE.,vote.donaldjtrump.com,Pres. Trump is counting on you,REQUEST YOUR BALLOT ASAP,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.",23.17901208
Donald J. Trump,769992,33238.5,Wisconsin,"WISCONSIN! WISCONSIN! WISCONSIN!

President Trump was asking about YOU!

If you haven't requested your ballot, do so HERE.",vote.donaldjtrump.com,LET'S MAKE IT TOO BIG TO RIG!,REQUEST YOUR BALLOT FOR WISCONSIN,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.",23.16566632
Donald J. Trump,7999,348.5,Pennsylvania,"PENNSYLVANIA! PENNSYLVANIA! PENNSYLVANIA! 

I NEED your vote! 🫵 🫵 🫵  Request your ballot NOW!",vote.donaldjtrump.com,Requesting a ballot takes 2 MINUTES!,Request Your Ballot,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.",22.95265423
Donald J. Trump,7999,348.5,Wisconsin,"Join me in La Crosse!

I'll see you Thursday, August 29th — at 6:00PM. Be part of a HISTORIC rally.

Get your tickets before they’re gone – and I’ll see you soon! 🇺🇸",event.donaldjtrump.com,Join me in La Crosse!,Get Your 𝙁𝙍𝙀𝙀 Tickets,"TRUMP 47 COMMITTEE, INC.",22.95265423
Donald J. Trump,549985,24180,Nevada,"Phone? Check! Keys? Check! Trump Ballot???

NEVADA: SECURE YOUR TRUMP VOTE TODAY!

Return your ballot NOW!",vote.donaldjtrump.com,Urgent voter request,RETURN YOUR BALLOT,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.",22.74545079
Donald J. Trump,4499.5,198,Pennsylvania,"ATTENTION PENNSYLVANIA: I’m humbly asking you to stop what you’re doing and check your voter registration status..

Only a handful of votes will decide this election.

We can stop inflation, secure our borders, lower taxes, and make America Great Again!

But if you sit on the sidelines this election, I hope you’re ready for President Harris.

We won’t have a country if she wins.

Click the link below now before it's too late.

Register to vote now and MAKE AMERICA GREAT AGAIN!,ATTENTION PENNSYLVANIA: I’m humbly asking you to stop what you’re doing and check your voter registration status..

Only a handful of votes will decide this election.

We can stop inflation, secure our borders, lower taxes, and make America Great Again!

But if you sit on the sidelines this election, I hope you’re ready for President Harris.

We won’t have a country if she wins.

Click the link below now before it's too late.

Register to vote now and MAKE AMERICA GREAT AGAIN!","register.donaldjtrump.com/,register.donaldjtrump.com/","Make sure you are registered to VOTE!,Make sure you are registered to VOTE!","VOTE to Make America Great Again!,VOTE to Make America Great Again!","DONALD J. TRUMP FOR PRESIDENT 2024, INC.",22.72474747
Donald J. Trump,1251995,55793,Pennsylvania,YOU can Save America in seconds! Request YOUR BALLOT and vote to put President Trump back in the White House.,vote.donaldjtrump.com,Will you vote for Trump?,IT'S TIME TO VOTE IN PENNSYLVANIA,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.",22.44000143
Donald J. Trump,1993993,89237.5,Nevada,"ATTENTION NEVADA: I’m humbly asking you to stop what you’re doing and check your voter registration status.

Only a handful of votes will decide this election.

We can stop inflation, secure our borders, lower taxes, and make America Great Again!

But if you sit on the sidelines this election, I hope you’re ready for President Harris.

We won’t have a country if she wins.

Click the link below now before it's too late.

Register to vote now and MAKE AMERICA GREAT AGAIN!",register.donaldjtrump.com,Make sure you are registered to vote!!,VOTE to Make America Great Again!,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.",22.34478779
Donald J. Trump,102999,4648.5,Wisconsin,Election Day is almost here & Pres. Trump needs all of his loyal supporters in WISCONSIN to vote. Request your ballot HERE.,vote.donaldjtrump.com,Pres. Trump is counting on you,REQUEST YOUR BALLOT ASAP,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.",22.15747015
Donald J. Trump,115495.5,5244.5,Arizona,"ARIZONA: Do you REALLY want FOUR MORE YEARS of this?!?

Don’t let Kamala and the Radical Dems write our future! Vote Early. Save America.

Find YOUR Early Vote Location:",vote.donaldjtrump.com,Don’t wait until Nov 5.,REJECT KAMALA!,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.",22.02221375
Donald J. Trump,11998,547.5,Georgia,"GEORIGA! GEORIGA! GEORIGA!

President Trump was asking about YOU!

If you haven't requested your ballot, do so HERE.",vote.donaldjtrump.com,LET'S MAKE IT TOO BIG TO RIG!,REQUEST YOUR BALLOT FOR GEORIGA,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.",21.91415525
Donald J. Trump,81976,3769,Michigan,"MICHIGAN: I’m humbly asking you to stop what you’re doing and check your voter registration status.

Only a handful of votes will decide this election.

We can stop inflation, secure our borders, lower taxes, and make America Great Again!

But if you sit on the sidelines this election, I hope you’re ready for President Harris.

We won’t have a country if she wins.

Click the link below now before it's too late.

Register to vote now and MAKE AMERICA GREAT AGAIN!",register.donaldjtrump.com,Make sure you are registered to vote!,Make America Great Again!,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.",21.75006633
Donald J. Trump,13000,600,Arizona,"Arizona: Join me in Glendale!

I'll see you Friday, August 23rd — at 4:00PM. Be part of a HISTORIC rally.

Get your tickets before they’re gone – and I’ll see you soon! 🇺🇸",event.donaldjtrump.com,Join me in Glendale!,Get Your 𝙁𝙍𝙀𝙀 Tickets,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.",21.66666667
Donald J. Trump,2596432.5,120108,Nevada,"NEVADA! IT ALL COMES DOWN TO THIS!

Make a plan, get to the polls, and VOTE for someone who will NEVER stop fighting for YOU. 🫵

With your help we are going to MAKE AMERICA GREAT AGAIN!

⬇️ Find your polling place NOW ⬇️",vote.donaldjtrump.com,"Let's win, Nevada! Make a plan to vote!",GET OUT AND VOTE!,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.",21.61748177
Donald J. Trump,319497.5,14845.5,Wisconsin,"WISCONSIN: Do you REALLY want FOUR MORE YEARS of this?!?

Don’t let Kamala and the Radical Dems write our future! Vote Early. Save America.

Find your voting location:",vote.donaldjtrump.com,Don’t wait until Nov 5.,REJECT KAMALA!,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.",21.52150483
Donald J. Trump,19994,942.5,Arizona,"ARIZONA! ARIZONA! ARIZONA! 

Skip the long line and VOTE TRUMP early! I NEED your vote!",vote.donaldjtrump.com,Pres. Trump wants you to Vote Early,"VOTE EARLY, Arizona!","DONALD J. TRUMP FOR PRESIDENT 2024, INC.",21.2137931
Donald J. Trump,2714000,128700,Pennsylvania,"I'm coming to Pittsburgh!

Join me on Monday, November 4th. Be part of a HISTORIC event.

Get your tickets before they’re gone – and I’ll see you soon! 🇺🇸",event.donaldjtrump.com,Join me in Pittsburgh!,Get Your 𝙁𝙍𝙀𝙀 Tickets,"TRUMP 47 COMMITTEE, INC.",21.08780109
Donald J. Trump,11499.5,546.5,Nevada,"Join Former Congresswoman Tulsi Gabbard and Senator Mullin in Carson City, NV on Tuesday, October 15th — at 6:00PM. Be part of a HISTORIC event.

Get your tickets before they’re gone! 🇺🇸",event.donaldjtrump.com,Join Team Trump in Carson City!,Get Your 𝙁𝙍𝙀𝙀 Tickets,"TRUMP 47 COMMITTEE, INC.",21.042086
Donald J. Trump,1827983,87081,Georgia,Election Day is almost here & Pres. Trump needs all of his loyal supporters in GEORGIA to vote. Request your ballot HERE.,vote.donaldjtrump.com,Pres. Trump is counting on you,REQUEST YOUR BALLOT ASAP,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.",20.9917548
Donald J. Trump,30997,1494,Arizona,"I’m coming to Phoenix, AZ on June 6th!

Join me as a special guest at this HUGE event.

Claim your FREE tickets now 🎟️",event.donaldjtrump.com,Special Guest: Donald Trump,Get Your 𝙁𝙍𝙀𝙀 Tickets,"TRUMP 47 COMMITTEE, INC.",20.7476573
Donald J. Trump,2336998,115396,Arizona,"President Trump is going ALL-IN to win ARIZONA, but we have to SWAMP THE VOTE. Get ready to Vote Early TODAY!",vote.donaldjtrump.com,Pres. Trump needs you!,IT'S TIME TO VOTE EARLY,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.",20.25198447
Donald J. Trump,1000,49.5,Pennsylvania,"TOMORROW: Claim your FREE TICKETS to join me in Philadelphia, PA! 🇺🇸

Be part of a HISTORIC rally!

Get your tickets before they’re gone – and I’ll see you soon!",event.donaldjtrump.com,Join me in PA!,Get Your 𝙁𝙍𝙀𝙀 Tickets,"TRUMP 47 COMMITTEE, INC.",20.2020202
Donald J. Trump,90495.5,4494,Nevada,"Join my daughter-in-law in Las Vegas, on Tuesday, October 29th — at 10:00AM. Be part of a HISTORIC event.",event.donaldjtrump.com,Join Team Trump in Las Vegas!!,Get Your 𝙁𝙍𝙀𝙀 Tickets,"TRUMP 47 COMMITTEE, INC.",20.13696039
Donald J. Trump,11997,596,Wisconsin,"TOMORROW: Join me in La Crosse!

I'll see you Thursday, August 29th — at 6:00PM. Be part of a HISTORIC rally.

Get your tickets before they’re gone – and I’ll see you soon! 🇺🇸",event.donaldjtrump.com,TOMORROW: Join me in La Crosse!,Get Your 𝙁𝙍𝙀𝙀 Tickets,"TRUMP 47 COMMITTEE, INC.",20.12919463
Donald J. Trump,100000,5000,Michigan,"I'm coming to Grand Rapids!

Join me on Monday, November 4th. Be part of a HISTORIC event.

Get your tickets before they’re gone – and I’ll see you soon! 🇺🇸",event.donaldjtrump.com,"Join me in Charlotte, NC!",Get Your 𝙁𝙍𝙀𝙀 Tickets,"TRUMP 47 COMMITTEE, INC.",20
Donald J. Trump,200000,10000,Nevada,"Message from my son, Donald Trump Jr:

My dad needs EVERY SINGLE ONE of his supporters in Nevada to register to vote.

This election will come down to a handful of votes, and we won’t win without your support.

Please take just 2 minutes to check your registration below.

Thank you!",register.donaldjtrump.com,Make sure you are registered to vote!,VOTE to Make America Great Again!,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.",20
Donald J. Trump,1399499.5,70749.5,Michigan,"I'm coming to Grand Rapids!

Join me on Monday, November 4th. Be part of a HISTORIC event.

Get your tickets before they’re gone – and I’ll see you soon! 🇺🇸",event.donaldjtrump.com,"Join me in Grand Rapids, MI!",Get Your 𝙁𝙍𝙀𝙀 Tickets,"TRUMP 47 COMMITTEE, INC.",19.78105146
Donald J. Trump,31995,1643.5,Arizona,"Will you help MAKE AMERICA GREAT AGAIN? President Trump needs YOUR HELP to win. Request your ballot and VOTE TRUMP TODAY.,Will you help MAKE AMERICA GREAT AGAIN? President Trump needs YOUR HELP to win. Request your ballot and VOTE TRUMP TODAY.",vote.donaldjtrump.com,"Get ready to VOTE for him!,Get ready to VOTE for him!","PRESIDENT TRUMP IS COUNTING ON YOU.,PRESIDENT TRUMP IS COUNTING ON YOU.","DONALD J. TRUMP FOR PRESIDENT 2024, INC.",19.46759963
Donald J. Trump,1717901,88373,Nevada,"Will you help MAKE AMERICA GREAT AGAIN?

I need YOUR HELP to win the GREAT STATE OF NEVADA! 

VOTE EARLY TODAY!",vote.donaldjtrump.com,Help SAVE AMERICA!,LET’S MAGA!!!,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.",19.43920654
Donald J. Trump,1180981,61629.5,Georgia,Will you help MAKE AMERICA GREAT AGAIN? President Trump needs YOUR HELP to win. Request your ballot and VOTE TRUMP TODAY.,vote.donaldjtrump.com,Get ready to VOTE for him!,PRESIDENT TRUMP IS COUNTING ON YOU.,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.",19.16259259
Donald J. Trump,337992,17640.5,Arizona,Will you help MAKE AMERICA GREAT AGAIN? President Trump needs YOUR HELP to win. Request your ballot and VOTE TRUMP TODAY.,vote.donaldjtrump.com,Get ready to VOTE for him!,PRESIDENT TRUMP IS COUNTING ON YOU.,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.",19.16000113
Donald J. Trump,204987,10733.5,Georgia,"GEORGIA! GEORGIA! GEORGIA!

President Trump was asking about YOU!

If you haven't requested your ballot, do so HERE.",vote.donaldjtrump.com,LET'S MAKE IT TOO BIG TO RIG!,REQUEST YOUR BALLOT FOR GEORGIA,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.",19.09787115
Donald J. Trump,342490.5,18087,Wisconsin,Will you help MAKE AMERICA GREAT AGAIN? President Trump needs YOUR HELP to win. Request your ballot and VOTE TRUMP TODAY.,vote.donaldjtrump.com,Get ready to VOTE for him!,PRESIDENT TRUMP IS COUNTING ON YOU.,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.",18.93572732
Donald J. Trump,227494.5,12143.5,Arizona,"Will you help MAKE AMERICA GREAT AGAIN??

I need YOUR HELP to win the GREAT STATE OF ARIZONA! 

Request your ballot and VOTE TRUMP TODAY!",vote.donaldjtrump.com,Help SAVE AMERICA! Request Your Ballot!,LET’S MAGA!!!,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.",18.73384938
Donald J. Trump,256484.5,13731.5,Pennsylvania,"PENNSYLVANIA! PENNSYLVANIA! PENNSYLVANIA!

President Trump was asking about YOU!

If you haven't requested your ballot, do so HERE.",vote.donaldjtrump.com,LET'S MAKE IT TOO BIG TO RIG!,REQUEST YOUR BALLOT FOR PENNSYLVANIA,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.",18.67854932
Donald J. Trump,61981,3324.5,Arizona,Will you help MAKE AMERICA GREAT AGAIN? President Trump needs YOUR HELP to win. Request your ballot and VOTE TRUMP TODAY.,vote.donaldjtrump.com,Arizona Voting Information: Make sure you have all the information you need to make this election too big to rig.,PRESIDENT TRUMP IS COUNTING ON YOU.,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.",18.64370582
Donald J. Trump,37497.5,2046.5,Pennsylvania,"PENNSYLVANIA! PENNSYLVANIA! PENNSYLVANIA!

President Trump was asking about YOU!

If you haven't requested your ballot, do so HERE.",vote.donaldjtrump.com,Pennsylvania Voting Information: Make sure you have all the information you need to make this election too big to rig.,REQUEST YOUR BALLOT FOR PENNSYLVANIA,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.",18.32274615
Donald J. Trump,58493.5,3242.5,Arizona,"Lyin’ Kamala Harris WILL go down as the WORST Vice President in history. We need to work together to tell Kamala, “YOU’RE FIRED!” this election!!

I’m counting on YOU to SWAMP THE VOTE so we can send Kamala PACKING!

Vote Early. Vote Trump. Find your Early Voting location:",vote.donaldjtrump.com,Early Voting Is Happening NOW,Save America. Vote Early!,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.",18.03962992
Donald J. Trump,57977,3320.5,Georgia,"Will you help MAKE AMERICA GREAT AGAIN?

I need YOUR HELP to win the GREAT STATE OF GEORGIA! 

VOTE EARLY TODAY!",vote.donaldjtrump.com,Help SAVE AMERICA!,LET’S MAGA!!!,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.",17.46032224
Donald J. Trump,111496.5,6445.5,Georgia,"Will you help MAKE AMERICA GREAT AGAIN? President Trump needs YOUR HELP to win. Request your ballot and VOTE TRUMP TODAY.,Will you help MAKE AMERICA GREAT AGAIN? President Trump needs YOUR HELP to win. Request your ballot and VOTE TRUMP TODAY.",vote.donaldjtrump.com,"Get ready to VOTE for him!,Get ready to VOTE for him!","PRESIDENT TRUMP IS COUNTING ON YOU.,PRESIDENT TRUMP IS COUNTING ON YOU.","DONALD J. TRUMP FOR PRESIDENT 2024, INC.",17.29834768
Donald J. Trump,199484.5,11582,Pennsylvania,Will you help MAKE AMERICA GREAT AGAIN? President Trump needs YOUR HELP to win. Request your ballot and VOTE TRUMP TODAY.,vote.donaldjtrump.com,Pennsylvania Voting Information: Make sure you have all the information you need to make this election too big to rig.,PRESIDENT TRUMP IS COUNTING ON YOU.,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.",17.22366603
Donald J. Trump,267997,15596,Nevada,"Lara Trump has a special message for Team Trump:

Find your Early Voting location, VOTE TRUMP, and make it TOO BIG TO RIG!

I’m counting on YOU to Save America!",vote.donaldjtrump.com,Let’s Make America Great Again!,Vote Early. Vote Trump.,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.",17.18370095
Donald J. Trump,46993,2792,Georgia,"Kamala & the Hollywood Elite are out of touch with the American people. Don't let them write our future. Request your ballot.,Kamala & the Hollywood Elite are out of touch with the American people. Don't let them write our future. Request your ballot.",vote.donaldjtrump.com,"LET'S MAKE IT TOO BIG TO RIG!,LET'S MAKE IT TOO BIG TO RIG!","YOUR VOTE WILL MAKE THE DIFFERENCE,YOUR VOTE WILL MAKE THE DIFFERENCE","DONALD J. TRUMP FOR PRESIDENT 2024, INC.",16.83130372
Donald J. Trump,44496.5,2645.5,Georgia,"If everyone reading this requests their ballot, we'll SWAMP THE VOTE & secure a HUGE TRUMP VICTORY! Make your request ASAP.,If everyone reading this requests their ballot, we'll SWAMP THE VOTE & secure a HUGE TRUMP VICTORY! Make your request ASAP.",vote.donaldjtrump.com,"Pres. Trump is counting on you,Pres. Trump is counting on you","REQUEST YOUR A BALLOT ASAP.,REQUEST YOUR A BALLOT ASAP.","DONALD J. TRUMP FOR PRESIDENT 2024, INC.",16.81969382
Donald J. Trump,235000,14000,Nevada,"MESSAGE FROM TULSI GABBARD:

If you’re from NEVADA, please click the link below to check your voter registration.

Your voice and your VOTE MATTER, and President Trump won’t win without you voting in this election.

If you are not already, please register NOW. We need you now more than ever.",register.donaldjtrump.com,Make sure you are registered to vote!,VOTE to Make America Great Again!,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.",16.78571429
Donald J. Trump,100000,6000,Wisconsin,"ATTENTION WISCONSIN: I’m humbly asking you to stop what you’re doing and check your voter registration status.

Only a handful of votes will decide this election.

We can stop inflation, secure our borders, lower taxes, and make America Great Again!

Click the link below now before it's too late.

Register to vote now and MAKE AMERICA GREAT AGAIN!",register.donaldjtrump.com,Make sure you are registered to vote!!,VOTE to Make America Great Again!,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.",16.66666667
Donald J. Trump,448468.5,26958,Arizona,YOU can Save America in seconds! Request YOUR BALLOT and vote to put President Trump back in the White House.,vote.donaldjtrump.com,Will you vote for Trump?,IT'S TIME TO VOTE IN ARIZONA,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.",16.63582239
Donald J. Trump,11994,742.5,Georgia,"JOIN ME AT MY NEXT RALLY!

I’m giving away FREE TICKETS to my next rally in Rome, GA on Saturday, March 9th, 2024.

Get your tickets before they’re gone – and I’ll see you soon!",event.donaldjtrump.com,Join President Trump in GA!,Get Your 𝙁𝙍𝙀𝙀 Tickets,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.",16.15353535
Donald J. Trump,18498.5,1147.5,Georgia,"GEORGIA! GEORGIA! GEORGIA!

President Trump was asking about YOU!

If you haven't requested your ballot, do so HERE.",vote.donaldjtrump.com,,REQUEST YOUR BALLOT FOR GEORGIA,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.",16.12069717
Donald J. Trump,3999,248.5,Georgia,Election Day is almost here & Pres. Trump needs all of his loyal supporters in GEORIGA to vote. Request your ballot HERE.,vote.donaldjtrump.com,Pres. Trump is counting on you,REQUEST YOUR BALLOT ASAP,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.",16.09255533
Donald J. Trump,610995,38491,Pennsylvania,YOU can Save America in seconds! Request YOUR BALLOT and vote to put President Trump back in the White House.,vote.donaldjtrump.com,Pennsylvania Voting Information: Make sure you have all the information you need to make this election too big to rig.,IT'S TIME TO VOTE IN PENNSYLVANIA,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.",15.87371074
Donald J. Trump,10997,695,Arizona,"DON’T LET COMRADE KAMALA AND THE AMERICA LAST DEMOCRATS DESTROY OUR COUNTRY!

LET’S SAVE AMERICA! Request your ballot now! VOTE TRUMP!",vote.donaldjtrump.com,Early Voting Is Happening NOW,TOP KAMALA,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.",15.82302158
Donald J. Trump,90495.5,5745.5,Georgia,"YOU can Save America in seconds! Request YOUR BALLOT and vote to put President Trump back in the White House.,YOU can Save America in seconds! Request YOUR BALLOT and vote to put President Trump back in the White House.",vote.donaldjtrump.com,"Will you vote for Trump?,Will you vote for Trump?","HELP TRUMP SAVE AMERICA,HELP TRUMP SAVE AMERICA","DONALD J. TRUMP FOR PRESIDENT 2024, INC.",15.75067444
Donald J. Trump,248481.5,15881,Georgia,YOU can Save America in seconds! Request YOUR BALLOT and vote to put President Trump back in the White House.,vote.donaldjtrump.com,Will you vote for Trump?,IT'S TIME TO VOTE IN GEORGIA,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.",15.64646433
Donald J. Trump,29490.5,1939.5,Nevada,"NEVADA: Do you REALLY want FOUR MORE YEARS of this?!?

Don’t let Kamala and the Radical Dems write our future! Vote Early. Save America.

Find your Early Vote Location:",vote.donaldjtrump.com,Don’t wait until Nov 5.,REJECT KAMALA!,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.",15.20520753
Donald J. Trump,1932486.5,127582,Nevada,"NEVADA! NEVADA! NEVADA! 

Skip the long line and VOTE TRUMP early! I NEED your vote!",vote.donaldjtrump.com,Pres. Trump wants you to Vote Early,"VOTE EARLY, Nevada!","DONALD J. TRUMP FOR PRESIDENT 2024, INC.",15.14701525
Donald J. Trump,1499.5,99,Arizona,"WOW! Thousands of True Trump Patriots have requested their ballots in ARIZONA. Now it's your turn! Get your ballot TODAY.,WOW! Thousands of True Trump Patriots have requested their ballots in ARIZONA. Now it's your turn! Get your ballot TODAY.",vote.donaldjtrump.com,"Pres. Trump is counting on you,Pres. Trump is counting on you","REQUEST YOUR A BALLOT ASAP.,REQUEST YOUR A BALLOT ASAP.","DONALD J. TRUMP FOR PRESIDENT 2024, INC.",15.14646465
Donald J. Trump,1499.5,99,Georgia,"DON’T LET COMRADE KAMALA AND THE AMERICA LAST DEMOCRATS DESTROY OUR COUNTRY!

LET’S SAVE AMERICA! VOTE EARLY! VOTE TRUMP!",vote.donaldjtrump.com,Georgia Voting Information: Make sure you have all the information you need to make this election too big to rig.,STOP KAMALA,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.",15.14646465
Donald J. Trump,2999,198,Wisconsin,"I’d LOVE to see you in Waukesha, WI!

I’ve got an EPIC rally planned on May 1st & I set aside FREE tickets just for YOU.

Claim your free tickets right away.",event.donaldjtrump.com,Join President Trump in WI!,Get Your 𝙁𝙍𝙀𝙀 Tickets,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.",15.14646465
Donald J. Trump,4497.5,297,Arizona,"Will you help MAKE AMERICA GREAT AGAIN??

I need YOUR HELP to win the GREAT STATE OF ARIZONA! 

Request your ballot and VOTE TRUMP TODAY!",vote.donaldjtrump.com,,LET’S MAGA!!!,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.",15.14309764
Donald J. Trump,15492.5,1039.5,Georgia,"GEORGIA! GEORGIA! GEORGIA!

President Trump was asking about YOU!

If you haven't requested your ballot, do so HERE.",vote.donaldjtrump.com,Georgia Voting Information: Make sure you have all the information you need to make this election too big to rig.,REQUEST YOUR BALLOT FOR GEORGIA,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.",14.9037999
Donald J. Trump,10994,742.5,Georgia,"Would you like to go to my next rally?

I’m coming to Rome, GA on Saturday, March 9th, and free tickets are still available!

We’re going to have a GREAT TIME – you don’t want to miss this!

Get your FREE tickets before they’re gone!",event.donaldjtrump.com,Join President Trump in GA!,Get Your 𝙁𝙍𝙀𝙀 Tickets,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.",14.80673401
Donald J. Trump,7996,545.5,Wisconsin,"YOU can Save America in seconds! Request YOUR BALLOT and vote to put President Trump back in the White House.,YOU can Save America in seconds! Request YOUR BALLOT and vote to put President Trump back in the White House.",vote.donaldjtrump.com,"Will you vote for Trump?,Will you vote for Trump?","HELP TRUMP SAVE AMERICA,HELP TRUMP SAVE AMERICA","DONALD J. TRUMP FOR PRESIDENT 2024, INC.",14.65811182
Donald J. Trump,22492.5,1541.5,Georgia,"GEORGIA: Do you REALLY want FOUR MORE YEARS of this?!?

Don’t let Kamala and the Radical Dems write our future! Vote Early. Save America.

Find YOUR Early Vote Location:",vote.donaldjtrump.com,Don’t wait until Nov 5.,REJECT KAMALA!,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.",14.59130717
Donald J. Trump,6498.5,447.5,Arizona,"Kamala & the Hollywood Elite are out of touch with the American people. Don't let them write our future. Request your ballot.,Kamala & the Hollywood Elite are out of touch with the American people. Don't let them write our future. Request your ballot.",vote.donaldjtrump.com,"LET'S MAKE IT TOO BIG TO RIG!,LET'S MAKE IT TOO BIG TO RIG!","REQUEST YOUR BALLOT FOR ARIZONA,REQUEST YOUR BALLOT FOR ARIZONA","DONALD J. TRUMP FOR PRESIDENT 2024, INC.",14.52178771
